TripID,StepOrder,EventName,EventTimestamp
26357,1,Book Mode of Transportation,12/31/2024 21:21:41
26357,2,Book Lodging,01/01/2025 00:48:17
26357,3,Submit Travel Request,01/01/2025 11:30:12
26357,4,Travel Request Approved,01/01/2025 13:11:51
26357,5,Receive Confirmation,01/01/2025 22:10:50
26357,6,Take Departure Flight,01/23/2025 07:40:02
26357,7,Take Return Flight,01/27/2025 07:40:02
26357,8,Submit Expense Request,01/28/2025 02:56:24
26357,9,Expense Request Approved,01/28/2025 03:01:50
26357,10,Expense Reimbursement,01/28/2025 16:57:24
26369,1,Book Mode of Transportation,11/29/2024 01:07:25
26369,2,Book Lodging,11/29/2024 20:09:37
26369,3,Submit Travel Request,11/30/2024 00:18:12
26369,4,Travel Request Approved,11/30/2024 10:37:44
26369,5,Receive Confirmation,11/30/2024 17:36:21
26369,6,Take Departure Flight,12/25/2024 18:56:37
26369,7,Take Return Flight,12/27/2024 18:56:37
26369,8,Submit Expense Request,12/30/2024 12:19:09
26369,9,Expense Request Approved,12/30/2024 12:55:28
26369,10,Expense Reimbursement,12/31/2024 01:33:58
26371,1,Book Mode of Transportation,12/21/2023 13:28:35
26371,2,Book Lodging,12/21/2023 21:35:29
26371,3,Submit Travel Request,12/22/2023 15:00:14
26371,4,Travel Request Approved,12/23/2023 07:45:14
26371,5,Receive Confirmation,12/24/2023 00:12:46
26371,6,Take Departure Flight,01/16/2024 20:35:06
26371,7,Take Return Flight,01/18/2024 20:35:06
26371,8,Submit Expense Request,01/19/2024 05:48:45
26371,9,Expense Request Approved,01/19/2024 06:20:16
26371,10,Expense Reimbursement,01/22/2024 04:16:27
26374,1,Book Mode of Transportation,08/27/2024 14:01:00
26374,2,Book Lodging,09/06/2024 14:19:22
26374,3,Submit Travel Request,09/26/2024 14:50:02
26374,4,Travel Request Approved,09/26/2024 15:27:57
26374,5,Receive Confirmation,09/26/2024 16:27:57
26374,6,Pickup Rental,09/26/2024 17:20:15
26374,7,Return Rental,09/27/2024 17:20:15
26374,8,Submit Expense Request,09/27/2024 23:47:43
26374,9,Expense Request Approved,09/30/2024 00:38:05
26374,10,Expense Reimbursement,09/30/2024 09:03:16
26375,1,Book Mode of Transportation,09/22/2024 10:23:00
26375,2,Book Lodging,09/28/2024 11:06:31
26375,3,Submit Travel Request,10/03/2024 11:47:15
26375,4,Travel Request Approved,10/03/2024 11:52:55
26375,5,Receive Confirmation,10/03/2024 12:52:55
26375,6,Take Departure Flight,10/03/2024 13:41:44
26375,7,Take Return Flight,10/04/2024 13:41:44
26375,8,Submit Expense Request,10/04/2024 19:16:02
26375,9,Expense Request Approved,10/04/2024 19:23:26
26375,10,Expense Reimbursement,10/07/2024 04:30:15
26388,1,Manager Preapproved,08/19/2024 05:16:00
26388,2,Itinerary Edit,08/19/2024 23:59:27
26388,3,Book Mode of Transportation,07/28/2024 02:48:14
26388,4,Book Lodging,07/28/2024 16:52:32
26388,5,Submit Travel Request,07/29/2024 02:28:36
26388,6,Travel Request Approved,07/29/2024 09:02:13
26388,7,Receive Confirmation,07/29/2024 09:44:54
26388,8,Take Departure Flight,08/20/2024 03:37:11
26388,9,Take Return Flight,08/21/2024 03:37:11
26388,10,Submit Expense Request,08/21/2024 18:02:25
26388,11,Expense Request Approved,08/21/2024 18:02:44
26388,12,Expense Reimbursement,08/22/2024 15:36:57
26392,1,Book Mode of Transportation,07/05/2024 10:37:00
26392,2,Book Lodging,07/07/2024 11:07:36
26392,3,Submit Travel Request,07/11/2024 11:40:26
26392,4,Travel Request Approved,07/11/2024 11:46:41
26392,5,Receive Confirmation,07/11/2024 12:46:41
26392,6,Ticket Reissued,07/11/2024 13:44:36
26392,7,Pickup Rental,07/11/2024 14:39:29
26392,8,Return Rental,07/12/2024 14:39:29
26392,9,Submit Expense Request,07/12/2024 20:29:42
26392,10,Expense Request Approved,07/12/2024 21:11:38
26392,11,Expense Reimbursement,07/15/2024 02:55:34
26394,1,Book Mode of Transportation,07/25/2024 17:20:00
26394,2,Book Lodging,08/04/2024 17:58:26
26394,3,Submit Travel Request,08/16/2024 18:35:53
26394,4,Travel Request Approved,08/16/2024 19:25:06
26394,5,Receive Confirmation,08/16/2024 20:25:06
26394,6,Itinerary Edit,08/16/2024 20:53:59
26394,7,Pickup Rental,08/16/2024 21:23:23
26394,8,Return Rental,08/19/2024 21:23:23
26394,9,Submit Expense Request,08/20/2024 14:54:48
26394,10,Expense Request Approved,08/20/2024 15:21:30
26394,11,Expense Reimbursement,08/21/2024 10:58:17
26409,1,Manager Preapproved,05/09/2024 11:21:00
26409,2,Trip Extension,05/10/2024 09:57:19
26409,3,Book Mode of Transportation,04/13/2024 08:25:00
26409,4,Book Lodging,04/14/2024 03:21:47
26409,5,Submit Travel Request,04/14/2024 08:09:29
26409,6,Travel Request Approved,04/14/2024 18:44:38
26409,7,Receive Confirmation,04/14/2024 18:47:52
26409,8,Take Departure Flight,05/13/2024 12:20:04
26409,9,Take Return Flight,05/20/2024 12:20:04
26409,10,Submit Expense Request,05/20/2024 22:54:06
26409,11,Expense Request Approved,05/20/2024 23:28:46
26409,12,Expense Reimbursement,05/21/2024 17:14:01
26415,1,Book Mode of Transportation,07/19/2024 20:28:00
26415,2,Book Lodging,08/03/2024 21:04:10
26415,3,Submit Travel Request,08/16/2024 21:57:32
26415,4,Travel Request Approved,08/16/2024 22:22:11
26415,5,Receive Confirmation,08/16/2024 23:22:11
26415,6,Pickup Rental,08/16/2024 23:52:39
26415,7,Return Rental,08/22/2024 23:52:39
26415,8,Submit Expense Request,08/23/2024 06:30:54
26415,9,Expense Request Approved,08/23/2024 06:31:51
26415,10,Expense Reimbursement,08/26/2024 00:46:57
26419,1,Book Mode of Transportation,01/23/2024 21:58:00
26419,2,Book Lodging,01/23/2024 22:30:22
26419,3,Submit Travel Request,01/29/2024 22:56:56
26419,4,Travel Request Approved,01/29/2024 23:50:04
26419,5,Receive Confirmation,01/30/2024 00:50:04
26419,6,Pickup Rental,01/30/2024 01:39:14
26419,7,Return Rental,01/31/2024 01:39:14
26419,8,Submit Expense Request,01/31/2024 11:08:34
26419,9,Expense Request Approved,01/31/2024 11:45:34
26419,10,Expense Reimbursement,02/01/2024 03:23:41
26422,1,Book Mode of Transportation,12/27/2023 14:52:00
26422,2,Book Lodging,01/08/2024 15:30:32
26422,3,Submit Travel Request,01/26/2024 16:22:42
26422,4,Travel Request Approved,01/26/2024 16:45:56
26422,5,Receive Confirmation,01/26/2024 17:45:56
26422,6,Vehicle Change,01/26/2024 18:33:21
26422,7,Pickup Rental,01/26/2024 18:41:05
26422,8,Return Rental,01/29/2024 18:41:05
26422,9,Submit Expense Request,01/30/2024 06:56:23
26422,10,Expense Request Approved,01/30/2024 07:22:58
26422,11,Expense Reimbursement,01/30/2024 12:10:04
26430,1,Book Mode of Transportation,09/07/2024 06:47:14
26430,2,Submit Travel Request,09/07/2024 19:22:26
26430,3,Travel Request Approved,09/08/2024 03:57:50
26430,4,Receive Confirmation,09/08/2024 22:18:20
26430,5,Take Departure Flight,09/24/2024 12:49:51
26430,6,Take Return Flight,09/27/2024 12:49:51
26430,7,Submit Expense Request,09/30/2024 11:59:48
26430,8,Expense Request Approved,09/30/2024 12:23:28
26430,9,Expense Reimbursement,10/01/2024 02:03:51
26431,1,Book Mode of Transportation,05/19/2024 06:33:25
26431,2,Book Lodging,05/19/2024 07:07:55
26431,3,Submit Travel Request,05/19/2024 20:33:07
26431,4,Travel Request Approved,05/20/2024 11:41:36
26431,5,Receive Confirmation,05/21/2024 00:29:58
26431,6,Take Departure Flight,06/04/2024 22:17:39
26431,7,Take Return Flight,06/07/2024 22:17:39
26431,8,Submit Expense Request,06/10/2024 16:12:55
26431,9,Expense Request Approved,06/10/2024 16:51:03
26431,10,Expense Reimbursement,06/10/2024 17:45:55
26441,1,Book Mode of Transportation,05/22/2024 12:22:00
26441,2,Book Lodging,05/26/2024 13:00:33
26441,3,Submit Travel Request,06/10/2024 13:29:53
26441,4,Travel Request Approved,06/10/2024 13:53:31
26441,5,Receive Confirmation,06/10/2024 14:53:31
26441,6,Pickup Rental,06/10/2024 15:12:36
26441,7,Return Rental,06/13/2024 15:12:36
26441,8,Submit Expense Request,06/14/2024 11:46:31
26441,9,Expense Request Approved,06/14/2024 12:42:28
26441,10,Expense Reimbursement,06/14/2024 21:39:31
26445,1,Book Mode of Transportation,08/06/2024 17:47:00
26445,2,Book Lodging,08/07/2024 18:37:21
26445,3,Submit Travel Request,08/16/2024 18:39:59
26445,4,Travel Request Approved,08/16/2024 19:35:06
26445,5,Receive Confirmation,08/16/2024 20:35:06
26445,6,Pickup Rental,08/16/2024 20:40:36
26445,7,Missed Pickup,08/19/2024 20:40:36
26445,8,Book Mode of Transportation,08/19/2024 21:54:45
26445,9,Return Rental,08/19/2024 22:21:15
26445,10,Submit Expense Request,08/20/2024 22:06:02
26445,11,Expense Request Approved,08/20/2024 22:32:03
26445,12,Expense Reimbursement,08/21/2024 01:50:23
26448,1,Book Mode of Transportation,10/02/2024 07:35:00
26448,2,Book Lodging,10/03/2024 08:02:06
26448,3,Submit Travel Request,10/04/2024 08:27:47
26448,4,Travel Request Approved,10/04/2024 09:17:58
26448,5,Receive Confirmation,10/04/2024 10:17:58
26448,6,Pickup Rental,10/04/2024 10:39:41
26448,7,Return Rental,10/09/2024 10:39:41
26448,8,Submit Expense Request,10/09/2024 22:15:25
26448,9,Expense Request Approved,10/09/2024 22:58:34
26448,10,Expense Reimbursement,10/10/2024 17:12:24
26459,1,Book Mode of Transportation,11/25/2024 23:55:11
26459,2,Book Lodging,11/26/2024 09:24:11
26459,3,Submit Travel Request,11/26/2024 13:36:03
26459,4,Travel Request Approved,11/26/2024 14:02:41
26459,5,Receive Confirmation,11/27/2024 04:23:20
26459,6,Take Departure Flight,12/23/2024 22:17:33
26459,7,Take Return Flight,12/27/2024 22:17:33
26459,8,Submit Expense Request,12/30/2024 19:41:01
26459,9,Expense Request Approved,12/30/2024 20:28:53
26459,10,Expense Reimbursement,12/31/2024 16:56:00
26462,1,Book Mode of Transportation,11/23/2024 05:47:08
26462,2,Book Lodging,11/23/2024 11:53:03
26462,3,Submit Travel Request,11/23/2024 15:30:33
26462,4,Travel Request Approved,11/23/2024 22:26:24
26462,5,Receive Confirmation,11/24/2024 20:17:35
26462,6,Take Departure Flight,12/20/2024 21:39:56
26462,7,Take Return Flight,12/23/2024 21:39:56
26462,8,Submit Expense Request,12/24/2024 16:57:37
26462,9,Expense Request Approved,12/24/2024 17:49:47
26462,10,Expense Reimbursement,12/25/2024 12:54:39
26465,1,Manager Preapproved,02/21/2024 12:45:00
26465,2,Trip Extension,02/21/2024 23:09:05
26465,3,Book Mode of Transportation,02/26/2024 23:09:05
26465,4,Book Lodging,02/26/2024 23:17:34
26465,5,Submit Travel Request,02/26/2024 23:27:31
26466,1,Manager Preapproved,12/16/2024 08:47:00
26466,2,Trip Extension,12/17/2024 15:46:48
26466,3,Book Mode of Transportation,12/12/2024 15:46:48
26466,4,Submit Travel Request,12/20/2024 15:56:49
26466,5,Travel Request Approved,12/20/2024 16:45:39
26466,6,Receive Confirmation,12/20/2024 17:45:39
26466,7,Pickup Rental,12/20/2024 18:13:47
26466,8,Return Rental,12/25/2024 18:13:47
26466,9,Submit Expense Request,12/26/2024 00:17:34
26466,10,Expense Request Approved,12/26/2024 01:10:26
26466,11,Expense Reimbursement,12/26/2024 11:48:38
26468,1,Book Mode of Transportation,01/13/2024 14:07:00
26468,2,Book Lodging,01/13/2024 15:03:47
26468,3,Submit Travel Request,01/17/2024 15:04:37
26468,4,Travel Request Approved,01/17/2024 15:26:53
26468,5,Receive Confirmation,01/17/2024 16:26:53
26468,6,Pickup Rental,01/17/2024 16:28:02
26468,7,Return Rental,01/23/2024 16:28:02
26468,8,Submit Expense Request,01/24/2024 10:02:56
26468,9,Expense Request Approved,01/24/2024 10:53:05
26468,10,Expense Reimbursement,01/24/2024 17:07:58
26469,1,Book Mode of Transportation,07/27/2024 07:32:00
26469,2,Book Lodging,08/03/2024 07:56:51
26469,3,Submit Travel Request,08/08/2024 08:03:01
26469,4,Travel Request Approved,08/08/2024 08:25:43
26469,5,Receive Confirmation,08/08/2024 09:25:43
26469,6,Vehicle Change,08/08/2024 10:21:06
26469,7,Pickup Rental,08/08/2024 11:12:42
26469,8,Return Rental,08/09/2024 11:12:42
26469,9,Submit Expense Request,08/12/2024 10:57:47
26469,10,Expense Request Approved,08/12/2024 11:54:59
26469,11,Expense Reimbursement,08/12/2024 23:59:25
26470,1,Book Mode of Transportation,10/19/2024 18:21:00
26470,2,Book Lodging,10/21/2024 18:38:52
26470,3,Submit Travel Request,10/28/2024 18:39:15
26470,4,Travel Request Approved,10/28/2024 19:31:28
26470,5,Receive Confirmation,10/28/2024 20:31:28
26470,6,Pickup Rental,10/28/2024 21:01:25
26470,7,Return Rental,11/01/2024 21:01:25
26470,8,Submit Expense Request,11/04/2024 05:08:02
26470,9,Expense Request Approved,11/04/2024 05:08:31
26470,10,Expense Reimbursement,11/05/2024 01:38:34
26472,1,Book Mode of Transportation,04/05/2024 15:48:13
26472,2,Book Lodging,04/05/2024 17:10:48
26472,3,Submit Travel Request,04/05/2024 17:41:00
26472,4,Travel Request Approved,04/06/2024 13:27:33
26472,5,Receive Confirmation,04/06/2024 19:23:31
26472,6,Take Departure Flight,04/26/2024 01:35:24
26472,7,Hotel Change,04/29/2024 01:35:24
26472,8,Take Return Flight,04/29/2024 02:16:17
26472,9,Submit Expense Request,04/29/2024 07:30:44
26472,10,Expense Request Approved,04/29/2024 08:06:32
26472,11,Expense Reimbursement,04/29/2024 23:59:25
26473,1,Book Mode of Transportation,09/17/2024 06:31:00
26473,2,Book Lodging,09/30/2024 07:02:32
26473,3,Submit Travel Request,09/30/2024 07:11:59
26473,4,Travel Request Approved,09/30/2024 08:09:36
26473,5,Receive Confirmation,09/30/2024 09:09:36
26473,6,Take Departure Flight,09/30/2024 09:51:30
26473,7,Take Return Flight,10/01/2024 09:51:30
26473,8,Submit Expense Request,10/01/2024 18:06:35
26473,9,Expense Request Approved,10/01/2024 18:52:25
26473,10,Expense Reimbursement,10/02/2024 04:32:52
26476,1,Book Mode of Transportation,03/13/2024 08:47:14
26476,2,Book Lodging,03/14/2024 08:36:26
26476,3,Submit Travel Request,03/15/2024 00:38:22
26476,4,Travel Request Approved,03/15/2024 04:18:52
26476,5,Receive Confirmation,03/15/2024 18:22:30
26476,6,Take Departure Flight,04/05/2024 12:14:40
26476,7,Take Return Flight,04/08/2024 12:14:40
26476,8,Submit Expense Request,04/09/2024 05:38:31
26476,9,Expense Request Approved,04/09/2024 05:45:22
26476,10,Expense Reimbursement,04/09/2024 19:39:28
26477,1,Book Mode of Transportation,11/22/2024 06:32:00
26477,2,Book Lodging,11/25/2024 07:21:13
26477,3,Submit Travel Request,12/04/2024 07:34:47
26477,4,Travel Request Approved,12/04/2024 07:45:50
26477,5,Receive Confirmation,12/04/2024 08:45:50
26477,6,Pickup Rental,12/04/2024 08:59:06
26477,7,Return Rental,12/09/2024 08:59:06
26477,8,Submit Expense Request,12/10/2024 05:56:15
26477,9,Expense Request Approved,12/10/2024 06:31:32
26477,10,Expense Reimbursement,12/10/2024 21:15:44
26481,1,Book Mode of Transportation,07/02/2024 15:58:50
26481,2,Book Lodging,07/03/2024 08:49:26
26481,3,Submit Travel Request,07/03/2024 17:04:11
26481,4,Travel Request Approved,07/04/2024 04:37:14
26481,5,Receive Confirmation,07/05/2024 01:18:31
26481,6,Take Departure Flight,07/31/2024 18:02:51
26481,7,Take Return Flight,08/02/2024 18:02:51
26481,8,Submit Expense Request,08/05/2024 02:51:57
26481,9,Expense Request Approved,08/05/2024 03:26:40
26481,10,Expense Reimbursement,08/05/2024 18:02:44
26482,1,Manager Preapproved,04/08/2024 21:55:00
26482,2,Trip Extension,04/10/2024 11:07:02
26482,3,Book Mode of Transportation,03/20/2024 05:20:35
26482,4,Submit Travel Request,03/20/2024 18:17:45
26482,5,Travel Request Approved,03/21/2024 03:00:41
26482,6,Receive Confirmation,03/21/2024 05:03:29
26482,7,Take Departure Flight,04/12/2024 14:52:30
26482,8,Take Return Flight,04/15/2024 14:52:30
26482,9,Submit Expense Request,04/16/2024 12:31:21
26482,10,Expense Request Approved,04/16/2024 12:54:19
26482,11,Expense Reimbursement,04/17/2024 01:16:37
26483,1,Book Mode of Transportation,03/24/2024 03:19:48
26483,2,Book Lodging,03/24/2024 22:11:54
26483,3,Submit Travel Request,03/25/2024 00:36:40
26483,4,Travel Request Approved,03/25/2024 08:48:46
26483,5,Receive Confirmation,03/25/2024 23:00:59
26483,6,Take Departure Flight,04/22/2024 22:30:00
26483,7,Take Return Flight,04/24/2024 22:30:00
26483,8,Submit Expense Request,04/25/2024 18:00:06
26483,9,Expense Request Approved,04/25/2024 18:18:32
26483,10,Expense Reimbursement,04/26/2024 10:56:26
26492,1,Book Mode of Transportation,06/16/2024 20:46:00
26492,2,Book Lodging,06/21/2024 21:20:40
26492,3,Submit Travel Request,06/28/2024 21:53:24
26492,4,Travel Request Approved,06/28/2024 21:55:52
26492,5,Receive Confirmation,06/28/2024 22:55:52
26492,6,Take Departure Flight,06/28/2024 23:09:57
26492,7,Take Return Flight,07/01/2024 23:09:57
26492,8,Submit Expense Request,07/02/2024 18:20:02
26492,9,Expense Request Approved,07/02/2024 18:39:30
26492,10,Expense Reimbursement,07/03/2024 14:44:56
26499,1,Book Mode of Transportation,02/23/2024 19:52:01
26499,2,Book Lodging,02/23/2024 22:04:31
26499,3,Submit Travel Request,02/24/2024 05:25:17
26499,4,Travel Request Approved,02/24/2024 18:20:58
26499,5,Receive Confirmation,02/24/2024 20:07:43
26499,6,Take Departure Flight,03/18/2024 22:38:58
26499,7,Take Return Flight,03/22/2024 22:38:58
26499,8,Submit Expense Request,03/25/2024 10:30:02
26499,9,Expense Request Approved,03/25/2024 11:20:41
26499,10,Expense Reimbursement,03/26/2024 05:32:48
26500,1,Book Mode of Transportation,04/15/2024 08:31:00
26500,2,Book Lodging,04/16/2024 08:51:12
26500,3,Submit Travel Request,04/23/2024 09:31:22
26500,4,Travel Request Approved,04/23/2024 09:32:42
26500,5,Receive Confirmation,04/23/2024 10:32:42
26500,6,Pickup Rental,04/23/2024 11:12:34
26500,7,Return Rental,04/26/2024 11:12:34
26500,8,Submit Expense Request,04/26/2024 21:36:47
26500,9,Expense Request Approved,04/26/2024 21:38:40
26500,10,Expense Reimbursement,04/29/2024 10:24:53
26505,1,Manager Preapproved,04/30/2024 12:56:00
26505,2,Itinerary Edit,05/02/2024 07:33:27
26505,3,Book Mode of Transportation,04/09/2024 23:32:07
26505,4,Book Lodging,04/10/2024 23:20:43
26505,5,Submit Travel Request,04/11/2024 07:38:38
26505,6,Travel Request Approved,04/12/2024 05:34:35
26505,7,Receive Confirmation,04/12/2024 09:20:04
26505,8,Take Departure Flight,05/02/2024 11:22:25
26505,9,Take Return Flight,05/06/2024 11:22:25
26505,10,Submit Expense Request,05/07/2024 02:13:11
26505,11,Expense Request Approved,05/07/2024 02:32:23
26505,12,Expense Reimbursement,05/08/2024 02:26:51
26507,1,Book Mode of Transportation,03/12/2024 05:18:05
26507,2,Book Lodging,03/12/2024 12:04:40
26507,3,Submit Travel Request,03/12/2024 18:44:21
26507,4,Travel Request Approved,03/13/2024 14:19:43
26507,5,Receive Confirmation,03/14/2024 09:02:27
26507,6,Take Departure Flight,03/28/2024 19:14:02
26507,7,Flight Delay,03/29/2024 19:14:02
26507,8,Take Return Flight,03/29/2024 19:27:15
26507,9,Submit Expense Request,04/01/2024 15:05:06
26507,10,Expense Request Approved,04/01/2024 15:49:24
26507,11,Expense Reimbursement,04/02/2024 10:21:19
26516,1,Book Mode of Transportation,07/07/2024 02:51:15
26516,2,Book Lodging,07/07/2024 17:30:39
26516,3,Submit Travel Request,07/08/2024 08:50:23
26516,4,Travel Request Approved,07/08/2024 12:08:11
26516,5,Receive Confirmation,07/09/2024 04:58:06
26516,6,Take Departure Flight,07/25/2024 16:11:59
26516,7,Take Return Flight,07/30/2024 16:11:59
26516,8,Submit Expense Request,07/31/2024 11:56:59
26516,9,Expense Request Approved,07/31/2024 12:38:25
26516,10,Expense Reimbursement,07/31/2024 19:59:25
26518,1,Book Mode of Transportation,12/17/2023 23:35:00
26518,2,Book Lodging,12/30/2023 00:04:54
26518,3,Submit Travel Request,01/09/2024 00:48:04
26518,4,Travel Request Approved,01/09/2024 01:37:18
26518,5,Receive Confirmation,01/09/2024 02:37:18
26518,6,Pickup Rental,01/09/2024 02:52:19
26518,7,Return Rental,01/11/2024 02:52:19
26518,8,Submit Expense Request,01/11/2024 18:15:17
26518,9,Expense Request Approved,01/11/2024 18:44:14
26518,10,Expense Reimbursement,01/11/2024 20:29:06
26519,1,Manager Preapproved,01/31/2024 20:26:00
26519,2,Trip Extension,02/02/2024 10:37:53
26519,3,Book Mode of Transportation,01/20/2024 12:46:46
26519,4,Book Lodging,01/21/2024 10:38:30
26519,5,Submit Travel Request,01/21/2024 18:38:40
26519,6,Travel Request Approved,01/22/2024 09:29:24
26519,7,Receive Confirmation,01/23/2024 09:08:59
26519,8,Take Departure Flight,02/05/2024 13:05:57
26519,9,Take Return Flight,02/09/2024 13:05:57
26519,10,Submit Expense Request,02/12/2024 03:56:41
26519,11,Expense Request Approved,02/12/2024 03:58:41
26519,12,Expense Reimbursement,02/13/2024 02:39:29
26523,1,Book Mode of Transportation,07/27/2024 19:06:03
26523,2,Book Lodging,07/28/2024 06:20:28
26523,3,Submit Travel Request,07/29/2024 01:24:40
26523,4,Travel Request Approved,07/29/2024 10:11:23
26523,5,Receive Confirmation,07/30/2024 01:10:43
26523,6,Flight Cancellation,08/19/2024 21:43:03
26523,7,Book Mode of Transportation,08/19/2024 22:19:15
26523,8,Take Departure Flight,08/19/2024 22:40:20
26523,9,Take Return Flight,08/22/2024 22:40:20
26523,10,Submit Expense Request,08/23/2024 19:03:51
26523,11,Expense Request Approved,08/23/2024 19:13:49
26523,12,Expense Reimbursement,08/26/2024 03:32:28
26526,1,Book Mode of Transportation,03/04/2024 12:45:00
26526,2,Book Lodging,03/07/2024 13:19:51
26526,3,Submit Travel Request,03/11/2024 14:07:06
26526,4,Travel Request Approved,03/11/2024 14:22:45
26526,5,Receive Confirmation,03/11/2024 15:22:45
26526,6,Pickup Rental,03/11/2024 15:52:29
26526,7,Return Rental,03/13/2024 15:52:29
26526,8,Submit Expense Request,03/14/2024 11:01:25
26526,9,Expense Request Approved,03/14/2024 11:18:13
26526,10,Expense Reimbursement,03/14/2024 15:18:07
26534,1,Book Mode of Transportation,07/14/2024 20:01:17
26534,2,Book Lodging,07/14/2024 21:15:38
26534,3,Submit Travel Request,07/15/2024 08:06:30
26534,4,Travel Request Approved,07/15/2024 23:45:53
26534,5,Receive Confirmation,07/16/2024 16:31:29
26534,6,Hotel Change,08/07/2024 18:19:32
26534,7,Take Departure Flight,08/07/2024 18:35:34
26534,8,Take Return Flight,08/09/2024 18:35:34
26534,9,Submit Expense Request,08/12/2024 14:30:10
26534,10,Expense Request Approved,08/12/2024 14:43:16
26534,11,Expense Reimbursement,08/13/2024 07:58:47
26539,1,Book Mode of Transportation,11/27/2024 23:32:06
26539,2,Book Lodging,11/28/2024 07:08:41
26539,3,Submit Travel Request,11/28/2024 07:59:01
26539,4,Travel Request Approved,11/28/2024 14:05:37
26539,5,Receive Confirmation,11/29/2024 01:30:30
26539,6,Hotel Change,12/23/2024 23:59:15
26539,7,Take Departure Flight,12/24/2024 00:22:32
26539,8,Take Return Flight,12/27/2024 00:22:32
26539,9,Submit Expense Request,12/27/2024 15:03:23
26539,10,Expense Request Approved,12/27/2024 15:46:43
26539,11,Expense Reimbursement,12/30/2024 07:24:32
26543,1,Book Mode of Transportation,04/06/2024 14:42:00
26543,2,Book Lodging,04/06/2024 15:08:55
26543,3,Submit Travel Request,04/08/2024 15:47:26
26543,4,Travel Request Approved,04/08/2024 16:16:21
26543,5,Receive Confirmation,04/08/2024 17:16:21
26543,6,Pickup Rental,04/08/2024 17:52:04
26543,7,Vehicle Change,04/11/2024 17:52:04
26543,8,Return Rental,04/11/2024 17:52:56
26543,9,Submit Expense Request,04/12/2024 06:08:57
26543,10,Expense Request Approved,04/12/2024 07:05:36
26543,11,Expense Reimbursement,04/15/2024 03:22:23
26545,1,Book Mode of Transportation,11/11/2024 10:56:00
26545,2,Book Lodging,11/11/2024 11:33:57
26545,3,Submit Travel Request,11/11/2024 11:56:38
26545,4,Travel Request Approved,11/11/2024 11:59:05
26545,5,Receive Confirmation,11/11/2024 12:59:05
26545,6,Take Departure Flight,11/11/2024 13:35:28
26545,7,Take Return Flight,11/14/2024 13:35:28
26545,8,Submit Expense Request,11/14/2024 18:51:54
26545,9,Expense Request Approved,11/14/2024 19:21:10
26545,10,Expense Reimbursement,11/15/2024 14:29:22
26551,1,Book Mode of Transportation,01/21/2025 22:46:09
26551,2,Book Lodging,01/22/2025 02:43:07
26551,3,Submit Travel Request,01/22/2025 04:05:21
26551,4,Travel Request Approved,01/23/2025 03:27:23
26551,5,Receive Confirmation,01/24/2025 02:46:49
26551,6,Take Departure Flight,02/06/2025 11:34:21
26551,7,Take Return Flight,02/10/2025 11:34:21
26551,8,Submit Expense Request,02/11/2025 10:50:20
26551,9,Expense Request Approved,02/11/2025 11:29:43
26551,10,Expense Reimbursement,02/11/2025 15:20:50
26553,1,Book Mode of Transportation,08/19/2024 18:41:00
26553,2,Submit Travel Request,08/29/2024 19:07:47
26553,3,Travel Request Approved,08/29/2024 19:59:12
26553,4,Receive Confirmation,08/29/2024 20:59:12
26553,5,Pickup Rental,08/29/2024 21:00:22
26553,6,Return Rental,09/02/2024 21:00:22
26553,7,Submit Expense Request,09/03/2024 10:03:00
26553,8,Expense Request Approved,09/03/2024 10:50:26
26553,9,Expense Reimbursement,09/03/2024 18:04:08
26556,1,Book Mode of Transportation,08/18/2024 17:39:16
26556,2,Book Lodging,08/19/2024 03:36:01
26556,3,Submit Travel Request,08/19/2024 06:16:42
26556,4,Travel Request Approved,08/20/2024 05:25:21
26556,5,Receive Confirmation,08/20/2024 12:23:14
26556,6,Take Departure Flight,09/02/2024 13:38:29
26556,7,Take Return Flight,09/05/2024 13:38:29
26556,8,Submit Expense Request,09/06/2024 02:49:24
26556,9,Expense Request Approved,09/06/2024 03:39:21
26556,10,Expense Reimbursement,09/06/2024 12:45:08
26559,1,Book Mode of Transportation,01/23/2024 05:30:00
26559,2,Book Lodging,01/26/2024 05:37:06
26559,3,Submit Travel Request,01/31/2024 06:27:49
26559,4,Travel Request Approved,01/31/2024 07:08:11
26559,5,Receive Confirmation,01/31/2024 08:08:11
26559,6,Pickup Rental,01/31/2024 08:47:13
26559,7,Return Rental,02/05/2024 08:47:13
26559,8,Submit Expense Request,02/05/2024 23:37:57
26559,9,Expense Request Approved,02/05/2024 23:52:30
26559,10,Expense Reimbursement,02/06/2024 12:10:29
26560,1,Book Mode of Transportation,12/26/2023 10:32:05
26560,2,Book Lodging,12/26/2023 13:45:53
26560,3,Submit Travel Request,12/27/2023 01:44:18
26560,4,Travel Request Approved,12/27/2023 03:50:58
26560,5,Receive Confirmation,12/27/2023 07:01:39
26560,6,Take Departure Flight,01/22/2024 11:46:26
26560,7,Take Return Flight,01/25/2024 11:46:26
26560,8,Submit Expense Request,01/26/2024 05:25:02
26560,9,Expense Request Approved,01/26/2024 05:46:07
26560,10,Expense Reimbursement,01/29/2024 01:46:34
26565,1,Book Mode of Transportation,12/01/2024 23:23:00
26565,2,Book Lodging,12/02/2024 00:18:52
26565,3,Submit Travel Request,12/02/2024 01:05:40
26565,4,Travel Request Approved,12/02/2024 01:30:51
